sms_text,category,true_merchant,true_amount
Rs. 1970 debited from a/c ending XX1234 on 30-01-2026 to Spencers. Avl Bal: Rs 15000.,Groceries,Spencers,1970
Rs. 1108 debited from a/c ending XX1234 on 12-01-2026 to Practo. Avl Bal: Rs 15000.,Health,Practo,1108
You paid Rs 506 at IRCTC via POS on 10-01-2026.,Travel,IRCTC,506
Rs. 759 debited from a/c ending XX1234 on 23-01-2026 to SonyLIV. Avl Bal: Rs 15000.,Entertainment,SonyLIV,759
UPI txn of Rs 1261 to More Supermarket on 26-01-2026 is successful.,Groceries,More Supermarket,1261
Alert: You have spent Rs 1447 at Dr Lal Pathlabs on 06-02-2026. Clear bal: Rs. 1200.00,Health,Dr Lal Pathlabs,1447
Txn of INR 1053 done at Amazon on 03-02-2026 using UPI.,Shopping,Amazon,1053
UPI txn of Rs 774 to Gaana on 26-01-2026 is successful.,Entertainment,Gaana,774
You paid Rs 755 at Ola via POS on 09-02-2026.,Travel,Ola,755
Alert: You have spent Rs 407 at Gym Membership on 08-02-2026. Clear bal: Rs. 1200.00,Health,Gym Membership,407
Txn of INR 1141 done at Cafe Coffee Day on 06-02-2026 using UPI.,Food,Cafe Coffee Day,1141
INR 264 charged on card ending 4455 at Indian Oil on 09-02-2026.,Travel,Indian Oil,264
Acct XX999 debited by Rs 950 for Netflix on 06-02-2026.,Entertainment,Netflix,950
Txn of INR 961 done at Apollo Pharmacy on 31-01-2026 using UPI.,Health,Apollo Pharmacy,961
INR 1142 charged on card ending 4455 at Reliance Trends on 13-01-2026.,Shopping,Reliance Trends,1142
"Dear User, INR 1154 spent on Shell Petrol at 26-01-2026. Ref: 8932742.",Travel,Shell Petrol,1154
Acct XX999 debited by Rs 1051 for BookMyShow on 20-01-2026.,Entertainment,BookMyShow,1051
INR 1539 charged on card ending 4455 at Dr Lal Pathlabs on 27-01-2026.,Health,Dr Lal Pathlabs,1539
Rs. 1290 debited from a/c ending XX1234 on 18-01-2026 to Haldirams. Avl Bal: Rs 15000.,Food,Haldirams,1290
You paid Rs 4321 at Flipkart via POS on 14-01-2026.,Shopping,Flipkart,4321
Alert: You have spent Rs 1179 at 1mg on 14-01-2026. Clear bal: Rs. 1200.00,Health,1mg,1179
Alert: You have spent Rs 1583 at SpiceJet on 08-02-2026. Clear bal: Rs. 1200.00,Travel,SpiceJet,1583
You paid Rs 320 at McDonalds via POS on 30-01-2026.,Food,McDonalds,320
You paid Rs 1123 at Gaana via POS on 05-02-2026.,Entertainment,Gaana,1123
"Dear User, INR 1160 spent on Uber at 18-01-2026. Ref: 8932742.",Travel,Uber,1160
Alert: You have spent Rs 927 at Uber on 02-02-2026. Clear bal: Rs. 1200.00,Travel,Uber,927
Alert: You have spent Rs 1340 at Swiggy on 09-02-2026. Clear bal: Rs. 1200.00,Food,Swiggy,1340
Acct XX999 debited by Rs 889 for KFC on 03-02-2026.,Food,KFC,889
Txn of INR 1291 done at Dominos on 06-02-2026 using UPI.,Food,Dominos,1291
Acct XX999 debited by Rs 183 for Dmart on 15-01-2026.,Groceries,Dmart,183
Txn of INR 1303 done at Rapido on 11-01-2026 using UPI.,Travel,Rapido,1303
You paid Rs 307 at Gaana via POS on 05-02-2026.,Entertainment,Gaana,307
You paid Rs 541 at Dominos via POS on 18-01-2026.,Food,Dominos,541
"Dear User, INR 1301 spent on Apollo Pharmacy at 19-01-2026. Ref: 8932742.",Health,Apollo Pharmacy,1301
Txn of INR 1790 done at Spencers on 12-01-2026 using UPI.,Groceries,Spencers,1790
Paid Rs 1465 to BigBasket via UPI on 24-01-2026. Txn ID: 998877.,Groceries,BigBasket,1465
Alert: You have spent Rs 268 at BookMyShow on 20-01-2026. Clear bal: Rs. 1200.00,Entertainment,BookMyShow,268
Alert: You have spent Rs 1341 at Spencers on 30-01-2026. Clear bal: Rs. 1200.00,Groceries,Spencers,1341
You paid Rs 813 at BookMyShow via POS on 09-02-2026.,Entertainment,BookMyShow,813
"Dear User, INR 739 spent on Netmeds at 28-01-2026. Ref: 8932742.",Health,Netmeds,739
Txn of INR 224 done at Reliance Fresh on 02-02-2026 using UPI.,Groceries,Reliance Fresh,224
"Dear User, INR 429 spent on Reliance Fresh at 22-01-2026. Ref: 8932742.",Groceries,Reliance Fresh,429
You paid Rs 1555 at SpiceJet via POS on 06-02-2026.,Travel,SpiceJet,1555
"Dear User, INR 792 spent on Hotstar at 03-02-2026. Ref: 8932742.",Entertainment,Hotstar,792
Acct XX999 debited by Rs 1323 for Dr Lal Pathlabs on 23-01-2026.,Health,Dr Lal Pathlabs,1323
Paid Rs 608 to Starbucks via UPI on 24-01-2026. Txn ID: 998877.,Food,Starbucks,608
Paid Rs 1137 to Subway via UPI on 18-01-2026. Txn ID: 998877.,Food,Subway,1137
You paid Rs 156 at BigBasket via POS on 27-01-2026.,Groceries,BigBasket,156
Acct XX999 debited by Rs 2102 for Myntra on 06-02-2026.,Shopping,Myntra,2102
You paid Rs 4026 at Amazon via POS on 20-01-2026.,Shopping,Amazon,4026
Rs. 780 debited from a/c ending XX1234 on 01-02-2026 to BigBasket. Avl Bal: Rs 15000.,Groceries,BigBasket,780
INR 838 charged on card ending 4455 at McDonalds on 07-02-2026.,Food,McDonalds,838
Alert: You have spent Rs 255 at BookMyShow on 09-02-2026. Clear bal: Rs. 1200.00,Entertainment,BookMyShow,255
Rs. 1228 debited from a/c ending XX1234 on 16-01-2026 to BookMyShow. Avl Bal: Rs 15000.,Entertainment,BookMyShow,1228
Paid Rs 295 to BookMyShow via UPI on 29-01-2026. Txn ID: 998877.,Entertainment,BookMyShow,295
You paid Rs 1091 at Spotify via POS on 18-01-2026.,Entertainment,Spotify,1091
You paid Rs 1853 at Netmeds via POS on 19-01-2026.,Health,Netmeds,1853
Txn of INR 1676 done at Spencers on 04-02-2026 using UPI.,Groceries,Spencers,1676
"Dear User, INR 500 spent on IRCTC at 06-02-2026. Ref: 8932742.",Travel,IRCTC,500
UPI txn of Rs 782 to BookMyShow on 23-01-2026 is successful.,Entertainment,BookMyShow,782
INR 237 charged on card ending 4455 at Dominos on 20-01-2026.,Food,Dominos,237
Txn of INR 1899 done at BookMyShow on 12-01-2026 using UPI.,Entertainment,BookMyShow,1899
Alert: You have spent Rs 1787 at Spencers on 11-01-2026. Clear bal: Rs. 1200.00,Groceries,Spencers,1787
INR 1095 charged on card ending 4455 at Spencers on 17-01-2026.,Groceries,Spencers,1095
Paid Rs 500 to Dr Lal Pathlabs via UPI on 08-02-2026. Txn ID: 998877.,Health,Dr Lal Pathlabs,500
Alert: You have spent Rs 3108 at Nike on 10-01-2026. Clear bal: Rs. 1200.00,Shopping,Nike,3108
INR 1111 charged on card ending 4455 at McDonalds on 20-01-2026.,Food,McDonalds,1111
Txn of INR 671 done at IndiGo on 02-02-2026 using UPI.,Travel,IndiGo,671
Acct XX999 debited by Rs 3968 for Reliance Trends on 18-01-2026.,Shopping,Reliance Trends,3968
INR 385 charged on card ending 4455 at Netmeds on 01-02-2026.,Health,Netmeds,385
Rs. 1956 debited from a/c ending XX1234 on 04-02-2026 to More Supermarket. Avl Bal: Rs 15000.,Groceries,More Supermarket,1956
Rs. 1460 debited from a/c ending XX1234 on 23-01-2026 to BookMyShow. Avl Bal: Rs 15000.,Entertainment,BookMyShow,1460
Rs. 236 debited from a/c ending XX1234 on 31-01-2026 to SonyLIV. Avl Bal: Rs 15000.,Entertainment,SonyLIV,236
Rs. 475 debited from a/c ending XX1234 on 14-01-2026 to Subway. Avl Bal: Rs 15000.,Food,Subway,475
"Dear User, INR 4243 spent on H&M at 16-01-2026. Ref: 8932742.",Shopping,H&M,4243
UPI txn of Rs 1896 to Dmart on 19-01-2026 is successful.,Groceries,Dmart,1896
Rs. 587 debited from a/c ending XX1234 on 24-01-2026 to BigBasket. Avl Bal: Rs 15000.,Groceries,BigBasket,587
"Dear User, INR 815 spent on Dominos at 30-01-2026. Ref: 8932742.",Food,Dominos,815
Alert: You have spent Rs 1472 at Practo on 21-01-2026. Clear bal: Rs. 1200.00,Health,Practo,1472
UPI txn of Rs 1368 to RedBus on 25-01-2026 is successful.,Travel,RedBus,1368
Paid Rs 1639 to Hotstar via UPI on 02-02-2026. Txn ID: 998877.,Entertainment,Hotstar,1639
Rs. 1098 debited from a/c ending XX1234 on 15-01-2026 to Reliance Fresh. Avl Bal: Rs 15000.,Groceries,Reliance Fresh,1098
Txn of INR 451 done at Spencers on 26-01-2026 using UPI.,Groceries,Spencers,451
Alert: You have spent Rs 1124 at Blinkit on 30-01-2026. Clear bal: Rs. 1200.00,Groceries,Blinkit,1124
Paid Rs 972 to Starbucks via UPI on 15-01-2026. Txn ID: 998877.,Food,Starbucks,972
INR 1007 charged on card ending 4455 at Spotify on 30-01-2026.,Entertainment,Spotify,1007
Paid Rs 959 to Hotstar via UPI on 03-02-2026. Txn ID: 998877.,Entertainment,Hotstar,959
Paid Rs 1223 to RedBus via UPI on 13-01-2026. Txn ID: 998877.,Travel,RedBus,1223
"Dear User, INR 1085 spent on Dmart at 24-01-2026. Ref: 8932742.",Groceries,Dmart,1085
INR 67 charged on card ending 4455 at IRCTC on 27-01-2026.,Travel,IRCTC,67
Acct XX999 debited by Rs 1387 for Netmeds on 31-01-2026.,Health,Netmeds,1387
You paid Rs 1905 at Dr Lal Pathlabs via POS on 26-01-2026.,Health,Dr Lal Pathlabs,1905
Acct XX999 debited by Rs 1434 for Apollo Pharmacy on 23-01-2026.,Health,Apollo Pharmacy,1434
UPI txn of Rs 72 to Blinkit on 27-01-2026 is successful.,Groceries,Blinkit,72
Acct XX999 debited by Rs 859 for BigBasket on 27-01-2026.,Groceries,BigBasket,859
"Dear User, INR 1095 spent on Gaana at 29-01-2026. Ref: 8932742.",Entertainment,Gaana,1095
UPI txn of Rs 1202 to Netmeds on 18-01-2026 is successful.,Health,Netmeds,1202
Rs. 1057 debited from a/c ending XX1234 on 08-02-2026 to Gym Membership. Avl Bal: Rs 15000.,Health,Gym Membership,1057
Txn of INR 1421 done at Reliance Fresh on 09-02-2026 using UPI.,Groceries,Reliance Fresh,1421
Acct XX999 debited by Rs 3954 for Decathlon on 14-01-2026.,Shopping,Decathlon,3954
"Dear User, INR 264 spent on Zomato at 01-02-2026. Ref: 8932742.",Food,Zomato,264
Paid Rs 1930 to Netflix via UPI on 19-01-2026. Txn ID: 998877.,Entertainment,Netflix,1930
INR 476 charged on card ending 4455 at Prime Video on 19-01-2026.,Entertainment,Prime Video,476
Paid Rs 3805 to H&M via UPI on 29-01-2026. Txn ID: 998877.,Shopping,H&M,3805
You paid Rs 2799 at Ajio via POS on 10-01-2026.,Shopping,Ajio,2799
You paid Rs 1322 at Cafe Coffee Day via POS on 10-01-2026.,Food,Cafe Coffee Day,1322
INR 1137 charged on card ending 4455 at Zomato on 05-02-2026.,Food,Zomato,1137
Alert: You have spent Rs 1924 at PVR on 25-01-2026. Clear bal: Rs. 1200.00,Entertainment,PVR,1924
Rs. 103 debited from a/c ending XX1234 on 09-02-2026 to Apollo Pharmacy. Avl Bal: Rs 15000.,Health,Apollo Pharmacy,103
You paid Rs 1529 at 1mg via POS on 25-01-2026.,Health,1mg,1529
"Dear User, INR 292 spent on Gaana at 26-01-2026. Ref: 8932742.",Entertainment,Gaana,292
You paid Rs 1178 at PVR via POS on 09-02-2026.,Entertainment,PVR,1178
Acct XX999 debited by Rs 3433 for H&M on 06-02-2026.,Shopping,H&M,3433
Rs. 1052 debited from a/c ending XX1234 on 17-01-2026 to Netmeds. Avl Bal: Rs 15000.,Health,Netmeds,1052
Alert: You have spent Rs 4675 at Amazon on 27-01-2026. Clear bal: Rs. 1200.00,Shopping,Amazon,4675
Alert: You have spent Rs 779 at Ola on 19-01-2026. Clear bal: Rs. 1200.00,Travel,Ola,779
INR 1513 charged on card ending 4455 at Gaana on 24-01-2026.,Entertainment,Gaana,1513
Rs. 1607 debited from a/c ending XX1234 on 02-02-2026 to Prime Video. Avl Bal: Rs 15000.,Entertainment,Prime Video,1607
Paid Rs 1838 to Shell Petrol via UPI on 25-01-2026. Txn ID: 998877.,Travel,Shell Petrol,1838
Rs. 3972 debited from a/c ending XX1234 on 12-01-2026 to H&M. Avl Bal: Rs 15000.,Shopping,H&M,3972
Paid Rs 595 to Swiggy via UPI on 12-01-2026. Txn ID: 998877.,Food,Swiggy,595
Paid Rs 169 to Spotify via UPI on 21-01-2026. Txn ID: 998877.,Entertainment,Spotify,169
Paid Rs 1167 to Metro via UPI on 26-01-2026. Txn ID: 998877.,Travel,Metro,1167
Paid Rs 1336 to Shell Petrol via UPI on 24-01-2026. Txn ID: 998877.,Travel,Shell Petrol,1336
Acct XX999 debited by Rs 995 for SonyLIV on 12-01-2026.,Entertainment,SonyLIV,995
Rs. 359 debited from a/c ending XX1234 on 14-01-2026 to Reliance Fresh. Avl Bal: Rs 15000.,Groceries,Reliance Fresh,359
Txn of INR 2126 done at Zara on 25-01-2026 using UPI.,Shopping,Zara,2126
UPI txn of Rs 1509 to Netflix on 12-01-2026 is successful.,Entertainment,Netflix,1509
Alert: You have spent Rs 1236 at Dmart on 08-02-2026. Clear bal: Rs. 1200.00,Groceries,Dmart,1236
Txn of INR 630 done at Croma on 18-01-2026 using UPI.,Shopping,Croma,630
"Dear User, INR 4842 spent on Myntra at 22-01-2026. Ref: 8932742.",Shopping,Myntra,4842
UPI txn of Rs 1431 to Hotstar on 17-01-2026 is successful.,Entertainment,Hotstar,1431
"Dear User, INR 249 spent on Netmeds at 18-01-2026. Ref: 8932742.",Health,Netmeds,249
INR 1612 charged on card ending 4455 at More Supermarket on 07-02-2026.,Groceries,More Supermarket,1612
INR 908 charged on card ending 4455 at Subway on 24-01-2026.,Food,Subway,908
Acct XX999 debited by Rs 633 for Metro on 17-01-2026.,Travel,Metro,633
Acct XX999 debited by Rs 3222 for Flipkart on 17-01-2026.,Shopping,Flipkart,3222
UPI txn of Rs 3225 to Myntra on 26-01-2026 is successful.,Shopping,Myntra,3225
Rs. 829 debited from a/c ending XX1234 on 29-01-2026 to Spencers. Avl Bal: Rs 15000.,Groceries,Spencers,829
Acct XX999 debited by Rs 2408 for Reliance Trends on 05-02-2026.,Shopping,Reliance Trends,2408
You paid Rs 66 at SonyLIV via POS on 08-02-2026.,Entertainment,SonyLIV,66
Rs. 546 debited from a/c ending XX1234 on 22-01-2026 to 1mg. Avl Bal: Rs 15000.,Health,1mg,546
Rs. 855 debited from a/c ending XX1234 on 07-02-2026 to KFC. Avl Bal: Rs 15000.,Food,KFC,855
Paid Rs 645 to Practo via UPI on 03-02-2026. Txn ID: 998877.,Health,Practo,645
Acct XX999 debited by Rs 1039 for Netmeds on 12-01-2026.,Health,Netmeds,1039
Paid Rs 1290 to Cafe Coffee Day via UPI on 09-02-2026. Txn ID: 998877.,Food,Cafe Coffee Day,1290
UPI txn of Rs 929 to Apollo Pharmacy on 16-01-2026 is successful.,Health,Apollo Pharmacy,929
INR 460 charged on card ending 4455 at Apollo Pharmacy on 18-01-2026.,Health,Apollo Pharmacy,460
"Dear User, INR 1806 spent on Dr Lal Pathlabs at 15-01-2026. Ref: 8932742.",Health,Dr Lal Pathlabs,1806
UPI txn of Rs 257 to McDonalds on 07-02-2026 is successful.,Food,McDonalds,257
UPI txn of Rs 1622 to More Supermarket on 25-01-2026 is successful.,Groceries,More Supermarket,1622
Paid Rs 886 to Netflix via UPI on 09-02-2026. Txn ID: 998877.,Entertainment,Netflix,886
Rs. 1145 debited from a/c ending XX1234 on 23-01-2026 to Reliance Fresh. Avl Bal: Rs 15000.,Groceries,Reliance Fresh,1145
Alert: You have spent Rs 1701 at SonyLIV on 02-02-2026. Clear bal: Rs. 1200.00,Entertainment,SonyLIV,1701
"Dear User, INR 1180 spent on Gym Membership at 27-01-2026. Ref: 8932742.",Health,Gym Membership,1180
Rs. 235 debited from a/c ending XX1234 on 31-01-2026 to 1mg. Avl Bal: Rs 15000.,Health,1mg,235
You paid Rs 1073 at 1mg via POS on 24-01-2026.,Health,1mg,1073
Txn of INR 1549 done at Spotify on 12-01-2026 using UPI.,Entertainment,Spotify,1549
Paid Rs 824 to Cafe Coffee Day via UPI on 30-01-2026. Txn ID: 998877.,Food,Cafe Coffee Day,824
UPI txn of Rs 321 to Practo on 10-01-2026 is successful.,Health,Practo,321
UPI txn of Rs 1073 to Dr Lal Pathlabs on 05-02-2026 is successful.,Health,Dr Lal Pathlabs,1073
You paid Rs 593 at Apollo Pharmacy via POS on 09-02-2026.,Health,Apollo Pharmacy,593
UPI txn of Rs 648 to Reliance Fresh on 19-01-2026 is successful.,Groceries,Reliance Fresh,648
"Dear User, INR 911 spent on Subway at 24-01-2026. Ref: 8932742.",Food,Subway,911
Paid Rs 1500 to McDonalds via UPI on 16-01-2026. Txn ID: 998877.,Food,McDonalds,1500
Acct XX999 debited by Rs 1926 for H&M on 03-02-2026.,Shopping,H&M,1926
You paid Rs 2284 at Nike via POS on 24-01-2026.,Shopping,Nike,2284
Acct XX999 debited by Rs 240 for Burger King on 19-01-2026.,Food,Burger King,240
You paid Rs 1678 at 1mg via POS on 06-02-2026.,Health,1mg,1678
Alert: You have spent Rs 1291 at Dmart on 13-01-2026. Clear bal: Rs. 1200.00,Groceries,Dmart,1291
Alert: You have spent Rs 642 at PVR on 23-01-2026. Clear bal: Rs. 1200.00,Entertainment,PVR,642
You paid Rs 1016 at Practo via POS on 17-01-2026.,Health,Practo,1016
Acct XX999 debited by Rs 1750 for Spotify on 29-01-2026.,Entertainment,Spotify,1750
You paid Rs 1836 at Spencers via POS on 15-01-2026.,Groceries,Spencers,1836
UPI txn of Rs 1811 to 1mg on 21-01-2026 is successful.,Health,1mg,1811
Txn of INR 1306 done at Shell Petrol on 18-01-2026 using UPI.,Travel,Shell Petrol,1306
Txn of INR 341 done at IRCTC on 07-02-2026 using UPI.,Travel,IRCTC,341
Txn of INR 1503 done at More Supermarket on 18-01-2026 using UPI.,Groceries,More Supermarket,1503
Txn of INR 572 done at Ola on 09-02-2026 using UPI.,Travel,Ola,572
"Dear User, INR 2205 spent on Amazon at 20-01-2026. Ref: 8932742.",Shopping,Amazon,2205
"Dear User, INR 541 spent on Zomato at 20-01-2026. Ref: 8932742.",Food,Zomato,541
You paid Rs 2750 at Flipkart via POS on 24-01-2026.,Shopping,Flipkart,2750
"Dear User, INR 4584 spent on Decathlon at 19-01-2026. Ref: 8932742.",Shopping,Decathlon,4584
Rs. 1928 debited from a/c ending XX1234 on 02-02-2026 to Reliance Trends. Avl Bal: Rs 15000.,Shopping,Reliance Trends,1928
INR 1209 charged on card ending 4455 at Gym Membership on 28-01-2026.,Health,Gym Membership,1209
Rs. 3559 debited from a/c ending XX1234 on 10-01-2026 to H&M. Avl Bal: Rs 15000.,Shopping,H&M,3559
"Dear User, INR 1268 spent on SpiceJet at 23-01-2026. Ref: 8932742.",Travel,SpiceJet,1268
You paid Rs 203 at Haldirams via POS on 30-01-2026.,Food,Haldirams,203
You paid Rs 1865 at Gaana via POS on 04-02-2026.,Entertainment,Gaana,1865
Txn of INR 1048 done at IRCTC on 27-01-2026 using UPI.,Travel,IRCTC,1048
UPI txn of Rs 797 to Metro on 19-01-2026 is successful.,Travel,Metro,797
UPI txn of Rs 259 to Gym Membership on 21-01-2026 is successful.,Health,Gym Membership,259
Txn of INR 2972 done at H&M on 20-01-2026 using UPI.,Shopping,H&M,2972
"Dear User, INR 4807 spent on Reliance Trends at 28-01-2026. Ref: 8932742.",Shopping,Reliance Trends,4807
UPI txn of Rs 649 to Haldirams on 16-01-2026 is successful.,Food,Haldirams,649
Paid Rs 4400 to Nike via UPI on 02-02-2026. Txn ID: 998877.,Shopping,Nike,4400
"Dear User, INR 290 spent on Gaana at 05-02-2026. Ref: 8932742.",Entertainment,Gaana,290
INR 73 charged on card ending 4455 at PVR on 12-01-2026.,Entertainment,PVR,73
Rs. 1913 debited from a/c ending XX1234 on 02-02-2026 to Apollo Pharmacy. Avl Bal: Rs 15000.,Health,Apollo Pharmacy,1913
Alert: You have spent Rs 1494 at SpiceJet on 02-02-2026. Clear bal: Rs. 1200.00,Travel,SpiceJet,1494
Txn of INR 1574 done at Indian Oil on 08-02-2026 using UPI.,Travel,Indian Oil,1574
UPI txn of Rs 1847 to Reliance Fresh on 20-01-2026 is successful.,Groceries,Reliance Fresh,1847
Rs. 4274 debited from a/c ending XX1234 on 11-01-2026 to Nike. Avl Bal: Rs 15000.,Shopping,Nike,4274
UPI txn of Rs 818 to Blinkit on 26-01-2026 is successful.,Groceries,Blinkit,818
INR 1306 charged on card ending 4455 at Apollo Pharmacy on 27-01-2026.,Health,Apollo Pharmacy,1306
Paid Rs 1527 to Reliance Fresh via UPI on 05-02-2026. Txn ID: 998877.,Groceries,Reliance Fresh,1527
Acct XX999 debited by Rs 674 for Gym Membership on 07-02-2026.,Health,Gym Membership,674
Txn of INR 1459 done at Rapido on 23-01-2026 using UPI.,Travel,Rapido,1459
UPI txn of Rs 2413 to Croma on 30-01-2026 is successful.,Shopping,Croma,2413
UPI txn of Rs 2585 to Croma on 08-02-2026 is successful.,Shopping,Croma,2585
Rs. 338 debited from a/c ending XX1234 on 26-01-2026 to BigBasket. Avl Bal: Rs 15000.,Groceries,BigBasket,338
Rs. 369 debited from a/c ending XX1234 on 02-02-2026 to Blinkit. Avl Bal: Rs 15000.,Groceries,Blinkit,369
Txn of INR 239 done at Gym Membership on 03-02-2026 using UPI.,Health,Gym Membership,239
UPI txn of Rs 1274 to Rapido on 03-02-2026 is successful.,Travel,Rapido,1274
UPI txn of Rs 926 to PVR on 12-01-2026 is successful.,Entertainment,PVR,926
Paid Rs 537 to Subway via UPI on 20-01-2026. Txn ID: 998877.,Food,Subway,537
INR 1280 charged on card ending 4455 at BigBasket on 10-01-2026.,Groceries,BigBasket,1280
Txn of INR 1462 done at Gaana on 14-01-2026 using UPI.,Entertainment,Gaana,1462
"Dear User, INR 751 spent on Uber at 18-01-2026. Ref: 8932742.",Travel,Uber,751
"Dear User, INR 243 spent on BigBasket at 09-02-2026. Ref: 8932742.",Groceries,BigBasket,243
Acct XX999 debited by Rs 2983 for Ajio on 29-01-2026.,Shopping,Ajio,2983
Acct XX999 debited by Rs 1254 for RedBus on 30-01-2026.,Travel,RedBus,1254
Rs. 3053 debited from a/c ending XX1234 on 24-01-2026 to H&M. Avl Bal: Rs 15000.,Shopping,H&M,3053
"Dear User, INR 1753 spent on Metro at 18-01-2026. Ref: 8932742.",Travel,Metro,1753
"Dear User, INR 1316 spent on SpiceJet at 26-01-2026. Ref: 8932742.",Travel,SpiceJet,1316
"Dear User, INR 944 spent on Haldirams at 28-01-2026. Ref: 8932742.",Food,Haldirams,944
Alert: You have spent Rs 4744 at H&M on 17-01-2026. Clear bal: Rs. 1200.00,Shopping,H&M,4744
"Dear User, INR 1393 spent on McDonalds at 30-01-2026. Ref: 8932742.",Food,McDonalds,1393
You paid Rs 3737 at Nike via POS on 04-02-2026.,Shopping,Nike,3737
Txn of INR 674 done at BigBasket on 02-02-2026 using UPI.,Groceries,BigBasket,674
You paid Rs 1080 at Swiggy via POS on 14-01-2026.,Food,Swiggy,1080
"Dear User, INR 1982 spent on Netmeds at 28-01-2026. Ref: 8932742.",Health,Netmeds,1982
Alert: You have spent Rs 1468 at McDonalds on 19-01-2026. Clear bal: Rs. 1200.00,Food,McDonalds,1468
