amount,merchant,date,original_text,true_category
1747,Apollo Pharmacy,14-01-2026,UPI txn of Rs 1747 to Apollo Pharmacy on 14-01-2026 is successful.,Health
309,IndiGo,22-01-2026,Acct XX999 debited by Rs 309 for IndiGo on 22-01-2026.,Travel
894,18-01-2026 to BigBasket,18-01-2026,Rs. 894 debited from a/c ending XX1234 on 18-01-2026 to BigBasket. Avl Bal: Rs 15000.,Groceries
1168,29-01-2026 to Dr Lal P,29-01-2026,Rs. 1168 debited from a/c ending XX1234 on 29-01-2026 to Dr Lal Pathlabs. Avl Bal: Rs 15000.,Health
4731,Flipkart,11-01-2026,Alert: You have spent Rs 4731 at Flipkart on 11-01-2026. Clear bal: Rs. 1200.00,Shopping
412,Apollo Pharmacy,04-02-2026,Alert: You have spent Rs 412 at Apollo Pharmacy on 04-02-2026. Clear bal: Rs. 1200.00,Health
1475,Ajio,06-02-2026,Acct XX999 debited by Rs 1475 for Ajio on 06-02-2026.,Shopping
588,Dr Lal P,27-01-2026,Paid Rs 588 to Dr Lal Pathlabs via UPI on 27-01-2026. Txn ID: 998877.,Health
3917,Flipkart,12-01-2026,Acct XX999 debited by Rs 3917 for Flipkart on 12-01-2026.,Shopping
296,Practo,08-02-2026,UPI txn of Rs 296 to Practo on 08-02-2026 is successful.,Health
1503,1mg,19-01-2026,You paid Rs 1503 at 1mg via POS on 19-01-2026.,Health
1151,Spotify,19-01-2026,Acct XX999 debited by Rs 1151 for Spotify on 19-01-2026.,Entertainment
487,Reliance Fresh,09-02-2026,Paid Rs 487 to Reliance Fresh via UPI on 09-02-2026. Txn ID: 998877.,Groceries
818,SpiceJet,13-01-2026,Txn of INR 818 done at SpiceJet on 13-01-2026 using UPI.,Travel
4620,Myntra,20-01-2026,You paid Rs 4620 at Myntra via POS on 20-01-2026.,Shopping
639,Blinkit,24-01-2026,You paid Rs 639 at Blinkit via POS on 24-01-2026.,Groceries
1411,Subway,06-02-2026,Acct XX999 debited by Rs 1411 for Subway on 06-02-2026.,Food
247,SpiceJet,02-02-2026,Acct XX999 debited by Rs 247 for SpiceJet on 02-02-2026.,Travel
137,Practo,01-02-2026,"Dear User, INR 137 spent on Practo at 01-02-2026. Ref: 8932742.",Health
2315,Myntra,18-01-2026,You paid Rs 2315 at Myntra via POS on 18-01-2026.,Shopping
802,Burger King,15-01-2026,You paid Rs 802 at Burger King via POS on 15-01-2026.,Food
400,PVR,08-02-2026,You paid Rs 400 at PVR via POS on 08-02-2026.,Entertainment
896,Zara,28-01-2026,You paid Rs 896 at Zara via POS on 28-01-2026.,Shopping
3780,02-02-2026 to H&M,02-02-2026,Rs. 3780 debited from a/c ending XX1234 on 02-02-2026 to H&M. Avl Bal: Rs 15000.,Shopping
1928,Hotstar,26-01-2026,Txn of INR 1928 done at Hotstar on 26-01-2026 using UPI.,Entertainment
4006,card ending 4455,05-02-2026,INR 4006 charged on card ending 4455 at Zara on 05-02-2026.,Shopping
2618,Myntra,12-01-2026,UPI txn of Rs 2618 to Myntra on 12-01-2026 is successful.,Shopping
1075,IndiGo,05-02-2026,Paid Rs 1075 to IndiGo via UPI on 05-02-2026. Txn ID: 998877.,Travel
1590,IRCTC,27-01-2026,Acct XX999 debited by Rs 1590 for IRCTC on 27-01-2026.,Travel
1783,card ending 4455,27-01-2026,INR 1783 charged on card ending 4455 at Spencers on 27-01-2026.,Groceries
1253,Netflix,19-01-2026,Txn of INR 1253 done at Netflix on 19-01-2026 using UPI.,Entertainment
216,Cafe Coffee Day,19-01-2026,UPI txn of Rs 216 to Cafe Coffee Day on 19-01-2026 is successful.,Food
1602,17-01-2026 to Croma,17-01-2026,Rs. 1602 debited from a/c ending XX1234 on 17-01-2026 to Croma. Avl Bal: Rs 15000.,Shopping
1399,19-01-2026 to Indian Oil,19-01-2026,Rs. 1399 debited from a/c ending XX1234 on 19-01-2026 to Indian Oil. Avl Bal: Rs 15000.,Travel
2969,Reliance Trends,19-01-2026,Acct XX999 debited by Rs 2969 for Reliance Trends on 19-01-2026.,Shopping
1279,Metro,06-02-2026,"Dear User, INR 1279 spent on Metro at 06-02-2026. Ref: 8932742.",Travel
1829,Amaz,04-02-2026,Alert: You have spent Rs 1829 at Amazon on 04-02-2026. Clear bal: Rs. 1200.00,Shopping
1029,20-01-2026 to Spencers,20-01-2026,Rs. 1029 debited from a/c ending XX1234 on 20-01-2026 to Spencers. Avl Bal: Rs 15000.,Groceries
4102,card ending 4455,08-02-2026,INR 4102 charged on card ending 4455 at Croma on 08-02-2026.,Shopping
1962,Practo,02-02-2026,Acct XX999 debited by Rs 1962 for Practo on 02-02-2026.,Health
692,card ending 4455,20-01-2026,INR 692 charged on card ending 4455 at McDonalds on 20-01-2026.,Food
983,IRCTC,06-02-2026,Acct XX999 debited by Rs 983 for IRCTC on 06-02-2026.,Travel
2994,Amaz,25-01-2026,UPI txn of Rs 2994 to Amazon on 25-01-2026 is successful.,Shopping
631,Swiggy,01-02-2026,Acct XX999 debited by Rs 631 for Swiggy on 01-02-2026.,Food
438,Netmeds,18-01-2026,UPI txn of Rs 438 to Netmeds on 18-01-2026 is successful.,Health
528,Spencers,21-01-2026,"Dear User, INR 528 spent on Spencers at 21-01-2026. Ref: 8932742.",Groceries
3653,Flipkart,19-01-2026,UPI txn of Rs 3653 to Flipkart on 19-01-2026 is successful.,Shopping
320,Zom,01-02-2026,Paid Rs 320 to Zomato via UPI on 01-02-2026. Txn ID: 998877.,Food
1304,Netflix,09-02-2026,"Dear User, INR 1304 spent on Netflix at 09-02-2026. Ref: 8932742.",Entertainment
659,Myntra,17-01-2026,UPI txn of Rs 659 to Myntra on 17-01-2026 is successful.,Shopping
1690,Shell Petrol,01-02-2026,UPI txn of Rs 1690 to Shell Petrol on 01-02-2026 is successful.,Travel
1202,02-02-2026 to Starbucks,02-02-2026,Rs. 1202 debited from a/c ending XX1234 on 02-02-2026 to Starbucks. Avl Bal: Rs 15000.,Food
230,Netflix,25-01-2026,"Dear User, INR 230 spent on Netflix at 25-01-2026. Ref: 8932742.",Entertainment
556,KFC,03-02-2026,Acct XX999 debited by Rs 556 for KFC on 03-02-2026.,Food
743,card ending 4455,14-01-2026,INR 743 charged on card ending 4455 at IndiGo on 14-01-2026.,Travel
4735,Zara,17-01-2026,"Dear User, INR 4735 spent on Zara at 17-01-2026. Ref: 8932742.",Shopping
372,card ending 4455,15-01-2026,INR 372 charged on card ending 4455 at RedBus on 15-01-2026.,Travel
4633,Flipkart,04-02-2026,Acct XX999 debited by Rs 4633 for Flipkart on 04-02-2026.,Shopping
2635,Flipkart,20-01-2026,You paid Rs 2635 at Flipkart via POS on 20-01-2026.,Shopping
959,Reliance Fresh,23-01-2026,You paid Rs 959 at Reliance Fresh via POS on 23-01-2026.,Groceries
1398,Burger King,27-01-2026,"Dear User, INR 1398 spent on Burger King at 27-01-2026. Ref: 8932742.",Food
1408,card ending 4455,30-01-2026,INR 1408 charged on card ending 4455 at Gym Membership on 30-01-2026.,Health
1458,card ending 4455,10-01-2026,INR 1458 charged on card ending 4455 at Dmart on 10-01-2026.,Groceries
1441,27-01-2026 to Burger King,27-01-2026,Rs. 1441 debited from a/c ending XX1234 on 27-01-2026 to Burger King. Avl Bal: Rs 15000.,Food
1187,21-01-2026 to Myntra,21-01-2026,Rs. 1187 debited from a/c ending XX1234 on 21-01-2026 to Myntra. Avl Bal: Rs 15000.,Shopping
4246,Zara,25-01-2026,Alert: You have spent Rs 4246 at Zara on 25-01-2026. Clear bal: Rs. 1200.00,Shopping
1678,SpiceJet,28-01-2026,UPI txn of Rs 1678 to SpiceJet on 28-01-2026 is successful.,Travel
3093,02-02-2026 to Flipkart,02-02-2026,Rs. 3093 debited from a/c ending XX1234 on 02-02-2026 to Flipkart. Avl Bal: Rs 15000.,Shopping
847,Dmart,18-01-2026,Txn of INR 847 done at Dmart on 18-01-2026 using UPI.,Groceries
1375,Apollo Pharmacy,24-01-2026,Acct XX999 debited by Rs 1375 for Apollo Pharmacy on 24-01-2026.,Health
1073,Ola,04-02-2026,Acct XX999 debited by Rs 1073 for Ola on 04-02-2026.,Travel
1930,Indian Oil,15-01-2026,UPI txn of Rs 1930 to Indian Oil on 15-01-2026 is successful.,Travel
224,Netflix,19-01-2026,Acct XX999 debited by Rs 224 for Netflix on 19-01-2026.,Entertainment
237,05-02-2026 to Pizza Hut,05-02-2026,Rs. 237 debited from a/c ending XX1234 on 05-02-2026 to Pizza Hut. Avl Bal: Rs 15000.,Food
901,card ending 4455,16-01-2026,INR 901 charged on card ending 4455 at KFC on 16-01-2026.,Food
393,card ending 4455,05-02-2026,INR 393 charged on card ending 4455 at KFC on 05-02-2026.,Food
978,Subway,30-01-2026,You paid Rs 978 at Subway via POS on 30-01-2026.,Food
809,PVR,07-02-2026,"Dear User, INR 809 spent on PVR at 07-02-2026. Ref: 8932742.",Entertainment
1087,McD,13-01-2026,Alert: You have spent Rs 1087 at McDonalds on 13-01-2026. Clear bal: Rs. 1200.00,Food
542,Apollo Pharmacy,16-01-2026,You paid Rs 542 at Apollo Pharmacy via POS on 16-01-2026.,Health
959,Amaz,24-01-2026,Paid Rs 959 to Amazon via UPI on 24-01-2026. Txn ID: 998877.,Shopping
767,McD,05-02-2026,Txn of INR 767 done at McDonalds on 05-02-2026 using UPI.,Food
1793,card ending 4455,07-02-2026,INR 1793 charged on card ending 4455 at BigBasket on 07-02-2026.,Groceries
1517,PVR,27-01-2026,Alert: You have spent Rs 1517 at PVR on 27-01-2026. Clear bal: Rs. 1200.00,Entertainment
1037,SpiceJet,14-01-2026,Txn of INR 1037 done at SpiceJet on 14-01-2026 using UPI.,Travel
775,Hotstar,12-01-2026,You paid Rs 775 at Hotstar via POS on 12-01-2026.,Entertainment
2056,card ending 4455,25-01-2026,INR 2056 charged on card ending 4455 at Flipkart on 25-01-2026.,Shopping
422,05-02-2026 to Netmeds,05-02-2026,Rs. 422 debited from a/c ending XX1234 on 05-02-2026 to Netmeds. Avl Bal: Rs 15000.,Health
1331,Dec,23-01-2026,"Dear User, INR 1331 spent on Decathlon at 23-01-2026. Ref: 8932742.",Shopping
4716,card ending 4455,10-01-2026,INR 4716 charged on card ending 4455 at Zara on 10-01-2026.,Shopping
1139,BookMyShow,31-01-2026,UPI txn of Rs 1139 to BookMyShow on 31-01-2026 is successful.,Entertainment
359,Dr Lal P,01-02-2026,Alert: You have spent Rs 359 at Dr Lal Pathlabs on 01-02-2026. Clear bal: Rs. 1200.00,Health
1326,Dominos,19-01-2026,Acct XX999 debited by Rs 1326 for Dominos on 19-01-2026.,Food
2259,Nike,17-01-2026,"Dear User, INR 2259 spent on Nike at 17-01-2026. Ref: 8932742.",Shopping
627,Dominos,12-01-2026,Paid Rs 627 to Dominos via UPI on 12-01-2026. Txn ID: 998877.,Food
1420,Subway,02-02-2026,"Dear User, INR 1420 spent on Subway at 02-02-2026. Ref: 8932742.",Food
1378,Reliance Trends,18-01-2026,"Dear User, INR 1378 spent on Reliance Trends at 18-01-2026. Ref: 8932742.",Shopping
1437,card ending 4455,03-02-2026,INR 1437 charged on card ending 4455 at Blinkit on 03-02-2026.,Groceries
1641,BigBasket,07-02-2026,Txn of INR 1641 done at BigBasket on 07-02-2026 using UPI.,Groceries
1510,Netmeds,24-01-2026,You paid Rs 1510 at Netmeds via POS on 24-01-2026.,Health
1467,16-01-2026 to Reliance Fresh,16-01-2026,Rs. 1467 debited from a/c ending XX1234 on 16-01-2026 to Reliance Fresh. Avl Bal: Rs 15000.,Groceries
68,BookMyShow,14-01-2026,You paid Rs 68 at BookMyShow via POS on 14-01-2026.,Entertainment
4400,Croma,30-01-2026,"Dear User, INR 4400 spent on Croma at 30-01-2026. Ref: 8932742.",Shopping
408,Dr Lal P,10-01-2026,Paid Rs 408 to Dr Lal Pathlabs via UPI on 10-01-2026. Txn ID: 998877.,Health
1136,BookMyShow,09-02-2026,"Dear User, INR 1136 spent on BookMyShow at 09-02-2026. Ref: 8932742.",Entertainment
354,BigBasket,12-01-2026,Acct XX999 debited by Rs 354 for BigBasket on 12-01-2026.,Groceries
4659,Croma,27-01-2026,Acct XX999 debited by Rs 4659 for Croma on 27-01-2026.,Shopping
1987,Rapido,10-01-2026,You paid Rs 1987 at Rapido via POS on 10-01-2026.,Travel
846,Apollo Pharmacy,08-02-2026,Acct XX999 debited by Rs 846 for Apollo Pharmacy on 08-02-2026.,Health
542,Amaz,29-01-2026,You paid Rs 542 at Amazon via POS on 29-01-2026.,Shopping
4653,card ending 4455,21-01-2026,INR 4653 charged on card ending 4455 at Amazon on 21-01-2026.,Shopping
1422,card ending 4455,24-01-2026,INR 1422 charged on card ending 4455 at Dmart on 24-01-2026.,Groceries
290,Spotify,01-02-2026,You paid Rs 290 at Spotify via POS on 01-02-2026.,Entertainment
4514,Amaz,20-01-2026,Acct XX999 debited by Rs 4514 for Amazon on 20-01-2026.,Shopping
625,Dr Lal P,08-02-2026,"Dear User, INR 625 spent on Dr Lal Pathlabs at 08-02-2026. Ref: 8932742.",Health
630,Practo,10-01-2026,Acct XX999 debited by Rs 630 for Practo on 10-01-2026.,Health
766,Spotify,10-01-2026,"Dear User, INR 766 spent on Spotify at 10-01-2026. Ref: 8932742.",Entertainment
599,KFC,21-01-2026,"Dear User, INR 599 spent on KFC at 21-01-2026. Ref: 8932742.",Food
310,Pizza Hut,06-02-2026,Txn of INR 310 done at Pizza Hut on 06-02-2026 using UPI.,Food
2089,Reliance Trends,17-01-2026,You paid Rs 2089 at Reliance Trends via POS on 17-01-2026.,Shopping
282,Zom,12-01-2026,Paid Rs 282 to Zomato via UPI on 12-01-2026. Txn ID: 998877.,Food
590,05-02-2026 to RedBus,05-02-2026,Rs. 590 debited from a/c ending XX1234 on 05-02-2026 to RedBus. Avl Bal: Rs 15000.,Travel
520,S,27-01-2026,"Dear User, INR 520 spent on SonyLIV at 27-01-2026. Ref: 8932742.",Entertainment
1350,BigBasket,22-01-2026,UPI txn of Rs 1350 to BigBasket on 22-01-2026 is successful.,Groceries
237,IRCTC,09-02-2026,Alert: You have spent Rs 237 at IRCTC on 09-02-2026. Clear bal: Rs. 1200.00,Travel
597,RedBus,01-02-2026,Acct XX999 debited by Rs 597 for RedBus on 01-02-2026.,Travel
709,15-01-2026 to Burger King,15-01-2026,Rs. 709 debited from a/c ending XX1234 on 15-01-2026 to Burger King. Avl Bal: Rs 15000.,Food
83,BookMyShow,04-02-2026,Alert: You have spent Rs 83 at BookMyShow on 04-02-2026. Clear bal: Rs. 1200.00,Entertainment
4908,Croma,25-01-2026,Txn of INR 4908 done at Croma on 25-01-2026 using UPI.,Shopping
682,Hotstar,04-02-2026,Paid Rs 682 to Hotstar via UPI on 04-02-2026. Txn ID: 998877.,Entertainment
728,card ending 4455,30-01-2026,INR 728 charged on card ending 4455 at BookMyShow on 30-01-2026.,Entertainment
300,Hotstar,12-01-2026,Acct XX999 debited by Rs 300 for Hotstar on 12-01-2026.,Entertainment
482,Spotify,29-01-2026,"Dear User, INR 482 spent on Spotify at 29-01-2026. Ref: 8932742.",Entertainment
506,Dominos,14-01-2026,"Dear User, INR 506 spent on Dominos at 14-01-2026. Ref: 8932742.",Food
1120,01-02-2026 to More Supermarket,01-02-2026,Rs. 1120 debited from a/c ending XX1234 on 01-02-2026 to More Supermarket. Avl Bal: Rs 15000.,Groceries
1401,PVR,02-02-2026,Paid Rs 1401 to PVR via UPI on 02-02-2026. Txn ID: 998877.,Entertainment
1095,Starbucks,26-01-2026,UPI txn of Rs 1095 to Starbucks on 26-01-2026 is successful.,Food
1437,15-01-2026 to Haldirams,15-01-2026,Rs. 1437 debited from a/c ending XX1234 on 15-01-2026 to Haldirams. Avl Bal: Rs 15000.,Food
1623,09-02-2026 to Rapido,09-02-2026,Rs. 1623 debited from a/c ending XX1234 on 09-02-2026 to Rapido. Avl Bal: Rs 15000.,Travel
375,1mg,28-01-2026,"Dear User, INR 375 spent on 1mg at 28-01-2026. Ref: 8932742.",Health
1683,Spencers,01-02-2026,You paid Rs 1683 at Spencers via POS on 01-02-2026.,Groceries
582,Blinkit,23-01-2026,Alert: You have spent Rs 582 at Blinkit on 23-01-2026. Clear bal: Rs. 1200.00,Groceries
2263,Amaz,23-01-2026,UPI txn of Rs 2263 to Amazon on 23-01-2026 is successful.,Shopping
1360,More Supermarket,11-01-2026,Txn of INR 1360 done at More Supermarket on 11-01-2026 using UPI.,Groceries
678,Gym Membership,18-01-2026,Alert: You have spent Rs 678 at Gym Membership on 18-01-2026. Clear bal: Rs. 1200.00,Health
1341,Spotify,31-01-2026,Alert: You have spent Rs 1341 at Spotify on 31-01-2026. Clear bal: Rs. 1200.00,Entertainment
387,Reliance Fresh,19-01-2026,Alert: You have spent Rs 387 at Reliance Fresh on 19-01-2026. Clear bal: Rs. 1200.00,Groceries
1494,Dr Lal P,26-01-2026,You paid Rs 1494 at Dr Lal Pathlabs via POS on 26-01-2026.,Health
305,18-01-2026 to Practo,18-01-2026,Rs. 305 debited from a/c ending XX1234 on 18-01-2026 to Practo. Avl Bal: Rs 15000.,Health
1875,Dmart,31-01-2026,Txn of INR 1875 done at Dmart on 31-01-2026 using UPI.,Groceries
189,card ending 4455,11-01-2026,INR 189 charged on card ending 4455 at RedBus on 11-01-2026.,Travel
1137,card ending 4455,27-01-2026,INR 1137 charged on card ending 4455 at Dominos on 27-01-2026.,Food
382,IndiGo,30-01-2026,You paid Rs 382 at IndiGo via POS on 30-01-2026.,Travel
572,IRCTC,07-02-2026,UPI txn of Rs 572 to IRCTC on 07-02-2026 is successful.,Travel
795,11-01-2026 to Amaz,11-01-2026,Rs. 795 debited from a/c ending XX1234 on 11-01-2026 to Amazon. Avl Bal: Rs 15000.,Shopping
233,Swiggy,09-02-2026,UPI txn of Rs 233 to Swiggy on 09-02-2026 is successful.,Food
893,18-01-2026 to PVR,18-01-2026,Rs. 893 debited from a/c ending XX1234 on 18-01-2026 to PVR. Avl Bal: Rs 15000.,Entertainment
222,Netmeds,13-01-2026,Alert: You have spent Rs 222 at Netmeds on 13-01-2026. Clear bal: Rs. 1200.00,Health
548,Blinkit,28-01-2026,"Dear User, INR 548 spent on Blinkit at 28-01-2026. Ref: 8932742.",Groceries
904,Spotify,21-01-2026,Txn of INR 904 done at Spotify on 21-01-2026 using UPI.,Entertainment
173,Dr Lal P,08-02-2026,"Dear User, INR 173 spent on Dr Lal Pathlabs at 08-02-2026. Ref: 8932742.",Health
1137,card ending 4455,30-01-2026,INR 1137 charged on card ending 4455 at H&M on 30-01-2026.,Shopping
501,Swiggy,06-02-2026,"Dear User, INR 501 spent on Swiggy at 06-02-2026. Ref: 8932742.",Food
463,IRCTC,21-01-2026,You paid Rs 463 at IRCTC via POS on 21-01-2026.,Travel
570,Hotstar,16-01-2026,Paid Rs 570 to Hotstar via UPI on 16-01-2026. Txn ID: 998877.,Entertainment
1255,Pizza Hut,21-01-2026,Acct XX999 debited by Rs 1255 for Pizza Hut on 21-01-2026.,Food
583,Apollo Pharmacy,02-02-2026,"Dear User, INR 583 spent on Apollo Pharmacy at 02-02-2026. Ref: 8932742.",Health
195,card ending 4455,05-02-2026,INR 195 charged on card ending 4455 at IndiGo on 05-02-2026.,Travel
1047,Apollo Pharmacy,11-01-2026,"Dear User, INR 1047 spent on Apollo Pharmacy at 11-01-2026. Ref: 8932742.",Health
495,1mg,08-02-2026,"Dear User, INR 495 spent on 1mg at 08-02-2026. Ref: 8932742.",Health
100,S,18-01-2026,"Dear User, INR 100 spent on SonyLIV at 18-01-2026. Ref: 8932742.",Entertainment
2924,Dec,07-02-2026,You paid Rs 2924 at Decathlon via POS on 07-02-2026.,Shopping
1015,McD,15-01-2026,Acct XX999 debited by Rs 1015 for McDonalds on 15-01-2026.,Food
1321,25-01-2026 to Dec,25-01-2026,Rs. 1321 debited from a/c ending XX1234 on 25-01-2026 to Decathlon. Avl Bal: Rs 15000.,Shopping
879,Zara,11-01-2026,"Dear User, INR 879 spent on Zara at 11-01-2026. Ref: 8932742.",Shopping
1579,Shell Petrol,09-02-2026,Txn of INR 1579 done at Shell Petrol on 09-02-2026 using UPI.,Travel
1957,Netflix,07-02-2026,Txn of INR 1957 done at Netflix on 07-02-2026 using UPI.,Entertainment
1769,Ola,25-01-2026,"Dear User, INR 1769 spent on Ola at 25-01-2026. Ref: 8932742.",Travel
753,Burger King,11-01-2026,Txn of INR 753 done at Burger King on 11-01-2026 using UPI.,Food
1226,IRCTC,22-01-2026,Acct XX999 debited by Rs 1226 for IRCTC on 22-01-2026.,Travel
543,Haldirams,04-02-2026,Txn of INR 543 done at Haldirams on 04-02-2026 using UPI.,Food
1201,Netflix,12-01-2026,"Dear User, INR 1201 spent on Netflix at 12-01-2026. Ref: 8932742.",Entertainment
1264,12-01-2026 to Burger King,12-01-2026,Rs. 1264 debited from a/c ending XX1234 on 12-01-2026 to Burger King. Avl Bal: Rs 15000.,Food
1321,29-01-2026 to Reliance Fresh,29-01-2026,Rs. 1321 debited from a/c ending XX1234 on 29-01-2026 to Reliance Fresh. Avl Bal: Rs 15000.,Groceries
408,More Supermarket,20-01-2026,UPI txn of Rs 408 to More Supermarket on 20-01-2026 is successful.,Groceries
1086,Croma,25-01-2026,Paid Rs 1086 to Croma via UPI on 25-01-2026. Txn ID: 998877.,Shopping
1051,Gym Membership,10-01-2026,UPI txn of Rs 1051 to Gym Membership on 10-01-2026 is successful.,Health
1142,KFC,07-02-2026,You paid Rs 1142 at KFC via POS on 07-02-2026.,Food
802,14-01-2026 to Spencers,14-01-2026,Rs. 802 debited from a/c ending XX1234 on 14-01-2026 to Spencers. Avl Bal: Rs 15000.,Groceries
1404,card ending 4455,17-01-2026,INR 1404 charged on card ending 4455 at Netflix on 17-01-2026.,Entertainment
1699,card ending 4455,08-02-2026,INR 1699 charged on card ending 4455 at Flipkart on 08-02-2026.,Shopping
87,BigBasket,31-01-2026,Alert: You have spent Rs 87 at BigBasket on 31-01-2026. Clear bal: Rs. 1200.00,Groceries
2067,Myntra,30-01-2026,Alert: You have spent Rs 2067 at Myntra on 30-01-2026. Clear bal: Rs. 1200.00,Shopping
1001,18-01-2026 to BigBasket,18-01-2026,Rs. 1001 debited from a/c ending XX1234 on 18-01-2026 to BigBasket. Avl Bal: Rs 15000.,Groceries
1593,Rapido,26-01-2026,Txn of INR 1593 done at Rapido on 26-01-2026 using UPI.,Travel
505,Myntra,18-01-2026,Txn of INR 505 done at Myntra on 18-01-2026 using UPI.,Shopping
294,card ending 4455,02-02-2026,INR 294 charged on card ending 4455 at Spencers on 02-02-2026.,Groceries
299,Cafe Coffee Day,02-02-2026,"Dear User, INR 299 spent on Cafe Coffee Day at 02-02-2026. Ref: 8932742.",Food
947,08-02-2026 to BigBasket,08-02-2026,Rs. 947 debited from a/c ending XX1234 on 08-02-2026 to BigBasket. Avl Bal: Rs 15000.,Groceries
1687,23-01-2026 to S,23-01-2026,Rs. 1687 debited from a/c ending XX1234 on 23-01-2026 to SonyLIV. Avl Bal: Rs 15000.,Entertainment
845,card ending 4455,01-02-2026,INR 845 charged on card ending 4455 at Spencers on 01-02-2026.,Groceries
1063,17-01-2026 to Blinkit,17-01-2026,Rs. 1063 debited from a/c ending XX1234 on 17-01-2026 to Blinkit. Avl Bal: Rs 15000.,Groceries
917,card ending 4455,16-01-2026,INR 917 charged on card ending 4455 at Metro on 16-01-2026.,Travel
365,Netflix,25-01-2026,You paid Rs 365 at Netflix via POS on 25-01-2026.,Entertainment
887,IndiGo,01-02-2026,Alert: You have spent Rs 887 at IndiGo on 01-02-2026. Clear bal: Rs. 1200.00,Travel
2000,Apollo Pharmacy,28-01-2026,Paid Rs 2000 to Apollo Pharmacy via UPI on 28-01-2026. Txn ID: 998877.,Health
